unit,X,Z,Y
204,16,1,6.754603862762451
205,12,1,6.530877590179443
206,15,1,6.723832607269287
207,13,1,6.450470447540283
208,12,1,6.53524112701416
209,14,1,6.6450910568237305
210,15,1,5.953243255615234
211,12,1,6.10924768447876
212,12,1,6.421622276306152
213,12,1,6.52502965927124
214,10,1,6.507277488708496
215,11,1,6.684611797332764
216,14,1,6.224558353424072
217,18,1,6.933423042297363
218,15,1,6.6450910568237305
219,10,1,5.6698808670043945
220,13,1,6.270988464355469
221,16,1,7.050989627838135
222,10,1,6.308098316192627
223,12,1,6.1633148193359375
224,12,1,6.10924768447876
225,17,1,6.774223804473877
226,15,1,5.2983174324035645
227,13,1,5.703782558441162
228,16,1,6.135564804077148
229,12,1,5.953243255615234
230,15,1,7.156176567077637
231,16,1,6.376727104187012
232,12,1,6.396929740905762
233,16,1,6.214608192443848
234,12,1,6.086774826049805
235,18,1,6.146329402923584
236,17,1,6.834108829498291
237,16,1,6.320768356323242
238,13,1,6.082219123840332
239,12,1,6.396929740905762
240,12,1,6.3543701171875
241,12,1,5.963579177856445
242,12,1,6.678342342376709
243,18,1,6.154858112335205
244,17,1,5.308267593383789
245,17,1,5.2983174324035645
246,17,1,5.857933044433594
247,14,1,5.926926136016846
248,16,1,6.175867080688477
249,18,1,6.869014263153076
250,15,1,6.047372341156006
251,15,1,6.214608192443848
252,9,1,6.10924768447876
253,8,1,6.165417671203613
254,12,1,4.912654876708984
255,12,1,6.3543701171875
256,12,1,6.357842445373535
257,12,1,5.736572265625
258,9,1,6.551080226898193
259,14,1,7.186901092529297
260,10,1,6.311734676361084
261,17,1,6.781057834625244
262,12,1,6.6333184242248535
263,12,1,6.56244421005249
264,12,1,6.052089214324951
265,12,1,6.056784152984619
266,16,1,6.356107711791992
267,9,1,5.991464614868164
268,12,1,6.214608192443848
269,12,1,6.274762153625488
270,16,1,6.511745452880859
271,16,1,6.357842445373535
272,16,1,5.783825397491455
273,11,1,6.214608192443848
274,12,1,6.646390438079834
275,12,1,6.214608192443848
276,16,1,5.96870756149292
277,12,1,6.697034358978272
278,9,1,6.297109127044678
279,9,1,6.385194301605225
280,17,1,6.76157283782959
281,10,1,6.551080226898193
282,12,1,6.234410762786865
283,13,1,6.421622276306152
284,14,1,6.634633541107178
285,10,1,6.200509071350098
286,16,1,6.098074436187744
287,12,1,6.052089214324951
288,16,1,6.620073318481445
289,16,1,6.551080226898193
290,12,1,6.082219123840332
291,12,1,6.41017484664917
292,13,1,6.10924768447876
293,3,1,5.746203422546387
294,7,1,5.521461009979248
295,14,1,6.214608192443848
296,12,0,5.899897575378418
297,12,0,6.70073127746582
298,12,0,5.7868971824646
299,12,0,6.261491775512695
300,13,0,6.703187942504883
301,12,0,6.620073318481445
302,17,0,6.263398170471191
303,12,0,7.025538444519043
304,12,0,6.437751770019531
305,14,0,6.572282314300537
306,12,0,6.381815910339356
307,17,0,6.001414775848389
308,12,1,6.514712810516357
309,12,1,6.095824718475342
310,12,1,6.190315246582031
311,9,1,6.543911933898926
312,12,1,6.551080226898193
313,12,1,5.783825397491455
314,9,1,6.320768356323242
315,12,1,5.783825397491455
316,13,1,6.504288196563721
317,18,1,7.784889221191406
318,16,1,6.630683422088623
319,16,1,6.893656253814697
320,12,1,6.357842445373535
321,17,1,5.655992031097412
322,14,1,5.442417621612549
323,12,1,6.240275859832764
324,15,1,6.421622276306152
325,15,1,6.551080226898193
326,18,1,6.570882797241211
327,9,1,6.5525078773498535
328,12,1,6.135564804077148
329,18,1,6.766191482543945
330,16,1,6.821107387542725
331,12,1,6.970730304718018
332,12,1,5.991464614868164
333,12,1,6.46146821975708
334,13,1,5.652489185333252
335,17,1,6.463029384613037
336,13,1,5.963579177856445
337,12,1,6.917705535888672
338,12,1,6.705638885498047
339,17,1,6.882437705993652
340,12,1,6.620073318481445
341,15,1,6.1377272605896
342,12,1,7.234898567199707
343,12,1,6.357842445373535
344,12,1,5.993961334228516
345,10,1,5.7683210372924805
346,12,1,6.242223262786865
347,11,1,5.337538242340088
348,17,1,7.083387851715088
349,14,1,6.437751770019531
350,17,1,6.175867080688477
351,13,1,6.570882797241211
352,11,1,6.437751770019531
353,12,1,6.3153581619262695
354,12,1,6.361302375793457
355,18,1,6.734591484069824
356,18,1,7.561641693115234
357,16,1,6.692083835601807
358,12,1,5.840641498565674
359,12,1,6.869014263153076
360,12,1,6.396929740905762
361,18,1,6.729824066162109
362,16,1,6.437751770019531
363,16,1,6.333279609680176
364,16,1,7.251345157623291
365,12,1,6.173786163330078
366,12,1,6.396929740905762
367,9,1,5.703782558441162
368,9,1,6.224558353424072
369,14,1,6.03308629989624
370,12,1,5.703782558441162
371,18,1,6.762729644775391
372,16,1,5.703782558441162
373,12,1,6.580639362335205
374,12,1,6.752270221710205
375,10,1,6.603943824768066
376,17,1,6.964135646820068
377,12,1,6.270988464355469
378,11,1,6.349139213562012
379,12,1,6.690842151641846
380,10,1,5.991464614868164
381,18,1,6.869014263153076
382,18,1,6.705638885498047
383,13,1,6.606650352478027
384,18,1,6.580639362335205
385,18,1,6.816735744476318
386,17,1,5.937536239624023
387,14,1,5.857933044433594
388,11,1,6.542471885681152
389,12,1,6.921658039093018
390,18,1,7.035268783569336
391,18,1,7.443663597106934
392,12,1,6.270988464355469
393,17,1,6.511745452880859
394,17,1,6.917705535888672
395,18,1,6.7405195236206055
396,11,1,6.56526517868042
397,16,1,6.709304332733154
398,12,1,6.102558612823486
399,15,1,6.214608192443848
400,16,1,6.955592632293701
401,18,1,7.091742038726807
402,12,1,6.536691665649414
403,16,1,6.473890781402588
404,13,1,6.774223804473877
405,17,1,6.306275367736816
406,7,1,6.396929740905762
407,15,1,7.716015338897705
408,12,1,7.273786544799805
409,12,1,5.7683210372924805
410,18,1,7.140452861785889
411,12,1,6.396929740905762
412,11,1,5.703782558441162
413,16,1,6.287858486175537
414,12,1,6.612040996551514
415,12,1,6.7405195236206055
416,16,1,6.70073127746582
417,12,1,6.907755374908447
418,16,1,6.329720973968506
419,18,1,5.652489185333252
420,16,1,6.079933166503906
421,13,1,5.783825397491455
422,16,1,6.363028049468994
423,16,1,6.376727104187012
424,18,1,6.685861110687256
425,14,1,5.7430033683776855
426,12,1,5.521461009979248
427,15,1,6.214608192443848
428,12,1,6.620073318481445
429,13,1,5.837730407714844
430,15,1,5.521461009979248
431,16,1,6.551080226898193
432,12,1,5.991464614868164
433,17,1,6.318968296051025
434,15,1,6.5496506690979
435,14,1,7.561641693115234
436,18,1,7.1033220291137695
437,16,1,6.421622276306152
438,14,1,6.613384246826172
439,16,1,6.126869201660156
440,18,1,6.472346305847168
441,12,1,6.613384246826172
442,16,1,6.703187942504883
443,16,1,6.762729644775391
444,12,1,6.295266151428223
445,13,1,5.899897575378418
446,10,1,6.03308629989624
447,16,1,6.48768424987793
448,15,1,6.270988464355469
449,17,1,6.74641227722168
450,12,1,6.496775150299072
451,16,1,6.270988464355469
452,18,1,6.790097236633301
453,17,1,6.762729644775391
454,18,1,5.442417621612549
455,12,1,6.687108516693115
456,13,1,6.278521537780762
457,15,1,6.652863025665283
458,14,1,6.165417671203613
459,16,1,6.762729644775391
460,16,1,6.921658039093018
461,18,1,6.463029384613037
462,16,1,5.80814266204834
463,11,1,6.320768356323242
464,18,1,6.269096374511719
465,12,1,6.453625202178955
466,11,1,6.214608192443848
467,16,1,7.050989627838135
468,18,1,6.751101493835449
469,12,1,6.171700477600098
470,18,1,6.705638885498047
471,18,1,6.539586067199707
472,16,1,6.896694183349609
473,16,1,6.102558612823486
474,18,1,6.909753322601318
475,18,1,7.123672962188721
476,14,1,6.825459957122803
477,12,1,6.347389221191406
478,12,1,6.263398170471191
479,12,1,7.050989627838135
480,12,1,6.173786163330078
481,11,1,6.732210636138916
482,14,1,7.245655059814453
483,13,1,5.991464614868164
484,12,1,6.56526517868042
485,14,1,6.453625202178955
486,13,1,5.961005210876465
487,12,1,6.533788681030273
488,12,1,6.4457197189331055
489,15,1,6.950814723968506
490,12,1,6.357842445373535
491,12,1,6.214608192443848
492,12,1,6.660574913024902
493,13,1,6.357842445373535
494,13,1,6.263398170471191
495,17,1,5.953243255615234
496,12,1,6.437751770019531
497,16,1,6.437751770019531
498,13,1,6.1633148193359375
499,14,1,6.490723609924316
500,16,1,6.052089214324951
501,14,1,6.261491775512695
502,12,0,6.437751770019531
503,16,0,6.917705535888672
504,12,0,6.398594856262207
505,12,0,6.694561958312988
506,12,0,6.054439544677734
507,12,0,6.966024398803711
508,12,0,6.0258660316467285
509,12,0,6.198478698730469
510,12,0,5.783825397491455
511,12,0,5.616771221160889
512,12,0,5.673323154449463
513,18,0,6.5944132804870605
514,14,0,6.190315246582031
515,14,0,5.820083141326904
516,12,0,6.586171627044678
517,13,0,6.086774826049805
518,16,0,6.463029384613037
519,12,0,5.926926136016846
520,12,0,6.175867080688477
521,14,0,6.829793930053711
522,12,0,6.242223262786865
523,12,0,6.970730304718018
524,12,0,6.458338260650635
525,12,0,6.605298042297363
526,12,0,6.200509071350098
527,10,0,6.476972579956055
528,7,0,5.730099678039551
529,16,0,6.444131374359131
530,13,0,6.0137152671813965
531,18,0,6.396929740905762
532,12,0,6.613384246826172
533,17,0,6.437751770019531
534,12,0,6.308098316192627
535,15,0,5.7868971824646
536,9,0,5.552959442138672
537,12,1,6.774223804473877
538,12,1,6.459904670715332
539,11,1,6.502789974212647
540,14,1,6.222576141357422
541,17,1,5.746203422546387
542,18,1,6.917705535888672
543,10,1,6.907755374908447
544,16,1,6.580639362335205
545,12,1,6.665683746337891
546,12,1,6.302618980407715
547,12,1,6.719013214111328
548,12,1,5.068904399871826
549,10,1,6.551080226898193
550,13,1,6.580639362335205
551,12,1,5.71702766418457
552,16,1,6.3153581619262695
553,14,1,6.295266151428223
554,16,1,6.232448101043701
555,16,1,5.953243255615234
556,12,0,7.273786544799805
557,16,0,6.77878475189209
558,13,0,6.907755374908447
559,12,0,6.7604146003723145
560,12,0,6.606650352478027
561,12,0,6.790097236633301
562,15,0,6.126869201660156
563,12,1,6.10924768447876
564,12,1,6.551080226898193
565,14,1,6.612040996551514
566,16,1,6.790097236633301
567,18,1,6.539586067199707
568,18,1,6.403573989868164
569,18,1,6.437751770019531
570,14,1,6.614725589752197
571,18,1,6.587550163269043
572,12,1,6.32793664932251
573,12,1,6.049733638763428
574,12,1,5.991464614868164
575,14,1,5.521461009979248
576,13,1,6.470799446105957
577,12,1,6.393590927124023
578,12,1,6.907755374908447
579,12,1,6.269096374511719
580,12,1,6.175867080688477
581,12,1,6.745236396789551
582,14,1,6.226536750793457
583,12,1,6.2383246421813965
584,11,1,5.393627643585205
585,16,1,5.036952495574951
586,12,1,5.480638980865479
587,12,1,6.322565078735352
588,15,1,6.214608192443848
589,16,1,5.918893814086914
590,10,1,5.857933044433594
591,12,1,6.369901180267334
592,13,1,6.244166851043701
593,12,0,5.966146945953369
594,16,0,5.63478946685791
595,12,0,6.536691665649414
596,12,0,5.703782558441162
597,17,0,6.453625202178955
598,13,0,5.834810733795166
599,16,0,6.224558353424072
600,13,0,5.8749308586120605
601,12,0,5.568344593048096
602,10,0,5.991464614868164
603,13,0,6.606650352478027
604,12,0,5.834810733795166
605,15,0,5.620400905609131
606,9,0,6.056784152984619
607,12,0,5.476463317871094
608,13,0,5.953243255615234
609,12,0,5.857933044433594
610,12,0,6.395261764526367
611,15,0,6.620073318481445
612,16,0,6.539586067199707
613,12,0,4.9904327392578125
614,12,1,5.63478946685791
615,18,1,6.6450910568237305
616,13,1,6.917705535888672
617,14,1,6.248043060302734
618,16,1,5.991464614868164
619,12,1,5.926926136016846
620,12,1,6.390240669250488
621,7,1,5.857933044433594
622,11,1,6.03308629989624
623,16,1,5.82304573059082
624,18,1,6.175867080688477
625,12,1,6.214608192443848
626,12,1,5.720311641693115
627,10,1,6.10924768447876
628,16,1,6.6450910568237305
629,16,1,6.580639362335205
630,13,1,6.907755374908447
631,14,1,6.437751770019531
632,16,1,6.705638885498047
633,12,1,5.932245254516602
634,12,1,6.56244421005249
635,14,1,6.018593311309815
636,13,1,7.199678421020508
637,12,1,6.573680400848389
638,10,1,5.257495403289795
639,16,1,6.680854797363281
640,16,1,6.828711986541748
641,15,1,5.480638980865479
642,13,1,6.437751770019531
643,8,1,6.932447910308838
644,12,1,6.220590114593506
645,16,1,6.135564804077148
646,16,1,6.165417671203613
647,15,1,6.214608192443848
648,12,1,6.907755374908447
649,13,1,6.496775150299072
650,15,1,6.561030864715576
651,16,1,6.83303165435791
652,12,1,5.703782558441162
653,15,1,5.899897575378418
654,12,1,6.469250202178955
655,18,1,6.135564804077148
656,18,1,6.933423042297363
657,12,1,6.263398170471191
658,18,1,5.926926136016846
659,18,1,7.33823823928833
660,18,1,6.827629089355469
661,13,1,6.342121601104736
662,14,1,6.396929740905762
663,15,1,6.580639362335205
664,17,1,7.017506122589111
665,14,1,6.56807804107666
666,16,1,6.694561958312988
667,11,1,6.829793930053711
668,9,1,6.309918403625488
669,12,1,5.602118968963623
670,7,1,6.725033760070801
671,12,1,7.090076923370361
672,14,1,6.364750862121582
673,17,1,6.530877590179443
674,18,1,6.907755374908447
675,13,1,6.2859978675842285
676,12,1,6.536691665649414
677,12,1,6.214608192443848
678,13,1,6.620073318481445
679,17,1,6.816735744476318
680,15,1,6.396929740905762
681,16,1,6.357842445373535
682,12,1,6.398594856262207
683,12,1,6.357842445373535
684,12,1,6.51767110824585
685,18,1,6.159095287322998
686,14,1,5.857933044433594
687,15,1,6.4297194480896
688,16,1,5.93489408493042
689,16,1,5.493061542510986
690,12,1,6.620073318481445
691,18,1,6.08904504776001
692,14,1,6.533788681030273
693,18,1,6.216606140136719
694,12,1,5.991464614868164
695,12,1,6.888572692871094
696,14,1,6.475432872772217
697,12,1,6.437751770019531
698,16,1,6.561030864715576
699,12,1,6.949856281280518
700,12,1,6.634633541107178
701,13,1,6.261491775512695
702,13,1,6.3543701171875
703,14,1,6.762729644775391
704,12,1,6.569481372833252
705,16,1,6.511745452880859
706,12,1,6.495265483856201
707,14,1,6.297109127044678
708,13,1,6.263398170471191
709,12,1,6.46146821975708
710,12,1,5.693732261657715
711,8,1,6.853299140930176
712,12,1,6.214608192443848
713,13,1,6.4297194480896
714,12,1,5.624017715454102
715,10,1,5.480638980865479
716,10,1,5.480638980865479
717,12,1,6.135564804077148
718,12,1,6.001414775848389
719,12,1,6.10924768447876
720,12,1,5.521461009979248
721,11,1,6.588926315307617
722,12,1,6.502789974212647
723,12,1,6.869014263153076
724,14,1,6.620073318481445
725,14,1,6.502789974212647
726,17,1,6.539586067199707
727,12,1,6.142037391662598
728,12,1,6.463029384613037
729,11,1,6.56526517868042
730,13,1,6.052089214324951
731,12,1,6.725033760070801
732,12,1,5.730099678039551
733,16,1,6.437751770019531
734,16,1,7.273786544799805
735,16,1,6.511745452880859
736,17,1,7.204892635345459
737,17,1,5.991464614868164
738,9,1,6.249975204467773
739,14,1,6.122492790222168
740,17,1,6.0137152671813965
741,18,1,6.3261494636535645
742,12,1,5.438079357147217
743,17,1,6.933423042297363
744,12,1,6.986566543579102
745,14,1,7.091742038726807
746,17,1,5.79605770111084
747,18,1,6.175867080688477
748,18,1,6.511745452880859
749,17,1,7.428333282470703
750,16,1,7.156176567077637
751,12,1,6.357842445373535
752,18,1,6.095824718475342
753,16,1,6.175867080688477
754,12,1,6.146329402923584
755,6,1,6.504288196563721
756,15,1,5.655992031097412
757,18,1,6.357842445373535
758,14,1,6.580639362335205
759,12,1,6.135564804077148
760,15,1,6.620073318481445
761,12,1,5.2983174324035645
762,12,1,6.476972579956055
763,18,1,6.175867080688477
764,11,1,6.396929740905762
765,16,1,6.6450910568237305
766,17,1,6.652863025665283
767,16,1,6.463029384613037
768,14,1,6.961296081542969
769,16,1,6.51619291305542
770,12,1,6.538139820098877
771,17,1,6.869014263153076
772,13,1,5.991464614868164
773,16,1,6.511745452880859
774,18,1,7.273786544799805
775,18,1,6.270988464355469
776,14,1,6.551080226898193
777,8,1,6.514712810516357
778,18,1,6.202535629272461
779,12,1,6.214608192443848
780,16,1,6.10924768447876
781,13,1,6.398594856262207
782,13,1,6.575075626373291
783,12,1,6.3543701171875
784,12,1,5.857933044433594
785,12,1,5.857933044433594
786,16,1,6.466144561767578
787,15,1,6.514712810516357
788,15,1,6.520621299743652
789,12,1,6.280395984649658
790,16,1,6.261491775512695
791,16,1,6.502789974212647
792,14,1,5.913503170013428
793,15,1,6.48920488357544
794,12,1,6.551080226898193
795,18,1,5.739792823791504
796,9,1,6.734591484069824
797,14,1,6.492239952087402
798,16,1,6.539586067199707
799,15,1,6.357842445373535
800,17,1,6.558197975158691
801,16,1,5.676753997802734
802,13,1,6.620073318481445
803,16,1,7.273786544799805
804,16,1,7.091742038726807
805,15,1,7.379631996154785
806,14,1,6.6450910568237305
807,16,1,6.240275859832764
808,12,1,6.690842151641846
809,17,1,6.869014263153076
810,12,1,6.514712810516357
811,13,1,5.986452102661133
812,14,1,6.751101493835449
813,11,1,6.541029930114746
814,11,1,6.463029384613037
815,13,1,5.843544483184815
816,12,1,6.329720973968506
817,12,1,6.527957916259766
818,16,1,6.1506028175354
819,16,1,5.703782558441162
820,18,1,6.511745452880859
821,16,1,5.953243255615234
822,16,1,6.694561958312988
823,17,1,6.306275367736816
824,16,1,6.214608192443848
825,13,1,6.588926315307617
826,16,1,6.261491775512695
827,15,1,6.10924768447876
828,12,1,6.626717567443848
829,12,1,6.46146821975708
830,12,1,5.746203422546387
831,12,1,7.261927127838135
832,12,1,6.634633541107178
833,12,1,6.396929740905762
834,16,1,7.0130157470703125
835,16,1,6.637258052825928
836,12,1,6.476972579956055
837,14,1,7.051855564117432
838,12,1,6.396929740905762
839,12,1,6.318968296051025
840,11,1,6.297109127044678
841,11,1,6.309918403625488
842,11,1,6.684611797332764
843,11,1,6.907755374908447
844,12,1,6.76157283782959
845,13,1,6.418365001678467
846,16,1,6.251904010772705
847,13,1,6.561030864715576
848,13,1,6.706862449645996
849,10,1,5.703782558441162
850,16,1,6.553933620452881
851,16,1,7.186901092529297
852,12,1,5.940171241760254
853,11,1,5.991464614868164
854,11,1,6.210599899291992
855,10,1,6.496775150299072
856,10,1,6.396929740905762
857,18,1,6.941190242767334
858,14,1,6.983789920806885
859,18,1,5.991464614868164
860,16,1,6.463029384613037
861,12,1,6.4297194480896
862,17,1,6.175867080688477
863,16,1,6.964135646820068
864,12,1,6.300786018371582
865,14,1,6.666956901550293
866,18,1,6.184148788452148
867,14,1,6.582025051116943
868,15,1,6.543911933898926
869,15,1,6.308098316192627
870,15,1,6.675823211669922
871,16,1,7.561641693115234
872,15,1,6.675823211669922
873,15,1,6.802394866943359
874,14,1,6.483107566833496
875,12,1,6.240275859832764
876,14,1,5.9506425857543945
877,16,1,6.214608192443848
878,15,1,6.398594856262207
879,12,1,6.082219123840332
880,12,1,6.214608192443848
881,18,1,7.142036437988281
882,14,1,6.61606502532959
883,14,1,6.240275859832764
884,12,1,6.551080226898193
885,16,1,6.510258197784424
886,17,1,6.890609264373779
887,13,1,5.393627643585205
888,18,1,7.091742038726807
889,12,1,6.502789974212647
890,14,1,6.73101806640625
891,15,1,6.095824718475342
892,12,1,6.297109127044678
893,14,1,6.224558353424072
894,12,1,6.680854797363281
895,9,1,5.877735614776611
896,12,1,6.214608192443848
897,12,1,6.869014263153076
898,11,1,5.857933044433594
899,15,1,5.746203422546387
900,16,1,4.762174129486084
901,12,1,6.587550163269043
902,13,1,6.284134387969971
903,13,1,6.2766432762146
904,17,1,6.0591230392456055
905,16,1,6.99759578704834
906,12,1,7.562681198120117
907,18,1,6.745236396789551
908,12,1,5.899897575378418
909,16,1,6.16120719909668
910,13,1,6.486160755157471
911,12,1,6.086774826049805
912,14,1,6.135564804077148
913,16,0,6.511745452880859
914,12,0,7.0475172996521
915,12,0,6.684611797332764
916,12,0,6.131226539611816
917,12,0,5.811141014099121
918,13,0,6.553933620452881
919,12,0,6.261491775512695
920,7,1,6.502789974212647
921,18,1,6.463029384613037
922,12,1,6.684611797332764
923,12,1,6.357842445373535
924,18,1,6.047372341156006
925,18,1,6.773080348968506
926,15,1,6.46146821975708
927,16,0,7.003973960876465
928,16,0,6.475432872772217
929,12,0,6.10924768447876
930,12,0,6.828711986541748
931,11,0,6.548219203948975
932,15,0,6.224558353424072
933,16,0,6.320768356323242
934,17,0,5.926926136016846
935,15,0,6.511745452880859
936,13,0,5.730099678039551
937,12,0,6.371612071990967
938,12,0,6.660574913024902
939,12,1,6.486160755157471
940,12,1,6.047372341156006
941,16,1,7.156176567077637
942,12,1,6.869014263153076
943,12,1,6.684611797332764
944,12,1,6.620073318481445
945,18,1,6.472346305847168
946,12,1,6.84375
947,17,1,6.2859978675842285
948,15,1,5.6698808670043945
949,12,1,5.257495403289795
950,18,1,6.706862449645996
951,18,1,6.70073127746582
952,12,1,6.588926315307617
953,12,1,7.025538444519043
954,17,1,6.421622276306152
955,12,1,5.998936653137207
956,11,1,6.558197975158691
957,15,1,5.820083141326904
958,17,1,6.725033760070801
959,17,1,5.257495403289795
960,12,1,6.593044757843018
961,10,1,6.295266151428223
962,12,1,6.712956428527832
963,12,1,6.082219123840332
964,14,1,6.599870681762695
965,16,1,6.056784152984619
966,12,1,5.828945636749268
967,13,1,6.175867080688477
968,16,1,6.705638885498047
969,12,1,6.214608192443848
970,12,1,6.297109127044678
971,16,1,6.102558612823486
972,15,1,5.379897117614746
973,8,1,5.616771221160889
974,15,1,5.863631248474121
975,12,1,6.580639362335205
976,12,1,6.9157233238220215
977,17,1,6.483107566833496
978,16,1,6.6883544921875
979,12,1,6.345636367797852
980,16,1,6.396929740905762
981,12,1,6.469250202178955
982,13,1,6.10924768447876
983,13,1,6.098074436187744
984,15,1,6.380122661590576
985,14,1,6.580639362335205
986,12,1,6.541029930114746
987,13,1,6.270988464355469
988,9,1,6.152732849121094
989,16,1,6.175867080688477
990,16,1,6.135564804077148
991,17,1,6.317164897918701
992,14,1,6.762729644775391
993,16,1,6.569481372833252
994,12,1,6.606650352478027
995,14,1,6.705638885498047
