unit,X,Z,Y
WI_1985,4.668110136364504,5.071250153166214,4.680991679024429
WV_1985,4.617282866474412,4.819933920826867,4.726036503264713
WY_1985,4.464354433238701,0.0,4.862908334898981
AL_1995,4.643604104389694,0.9216974840424546,4.615966040077414
AR_1995,4.746542830458385,5.485019287031421,4.709917232262049
AZ_1995,4.869992095071574,6.2057067460727815,4.276029391723955
CA_1995,4.928169423341579,9.036307365366634,4.04057990663119
CO_1995,4.698749053171462,0.0,4.413802926578054
CT_1995,4.964442532619339,8.107283359399275,4.37540715992409
DE_1995,4.688236867850704,0.0,4.824037394855609
FL_1995,4.8135980486642875,6.972115506610562,4.533400832676244
GA_1995,4.632184418740831,0.9392490972086095,4.5795920839639805
IA_1995,4.830358931757978,5.964564802376176,4.526144251976115
ID_1995,4.769602588396621,5.612971848615464,4.31548323646036
IL_1995,4.869330610280452,7.371717579100139,4.422029201758284
IN_1995,4.619074123924855,4.8285759385893785,4.899765903207729
KS_1995,4.744646881860535,5.47462899235762,4.485862197822949
KY_1995,4.562128990738115,5.421916581966012,5.15125357331654
LA_1995,4.701406665892352,4.2346896232689035,4.655636394354687
MA_1995,4.9590427471267144,6.783683470223255,4.338866539338014
MD_1995,4.8045897110317775,5.8128279526710935,4.349936573445613
ME_1995,4.8630354545048355,7.325460617989121,4.629567925529743
MI_1995,5.062834553673419,8.945540594597816,4.399230941442099
MN_1995,4.97387271419044,9.458882727308424,4.418181321131897
MO_1995,4.636371845636685,0.9110343533967328,4.807705063802598
MS_1995,4.709916783736533,7.264490539052855,4.659492172487469
MT_1995,4.629905573661397,0.0,4.467740562687186
NC_1995,4.589256904312337,3.785433906972007,4.800227489845945
ND_1995,4.837451292256763,7.140422761215803,4.379610827572373
NE_1995,4.783629369350705,5.692259483905103,4.469014853004035
NH_1995,4.694507363127799,0.0,5.052012310344701
NJ_1995,4.892296901828191,7.542978470832598,4.386657998435324
NM_1995,4.749976149488344,5.503882515328641,4.169279926803251
NV_1995,4.909442113145517,8.868655918326928,4.538240706572933
NY_1995,4.980699134321552,5.5990797417882865,4.260103628647904
OH_1995,4.689994045911218,5.183452936342393,4.712948712484496
OK_1995,4.715253796308208,5.316053721778333,4.688408770173223
OR_1995,4.827263379381233,0.0,4.523480042019187
PA_1995,4.750072212760938,6.542977062848799,4.560623443348599
RI_1995,4.9923557375365855,9.635335011754309,4.528286983009019
SC_1995,4.607914107761524,4.77498995247116,4.682897122761318
SD_1995,4.702851699928352,4.2408146656844155,4.576968538109917
TN_1995,4.697056526643207,8.120296884335225,4.806640995732763
TX_1995,4.867949974456392,7.3615500587520355,4.291545256316481
UT_1995,4.777027436699883,5.654800857117956,3.897359981272223
VA_1995,4.694624927566339,5.2075138150588245,4.657638067987406
VT_1995,4.747090907455761,5.488025488887175,4.806761180113335
WA_1995,5.05558254464372,10.264219423950024,4.182522121867977
WI_1995,4.883861496989556,6.292378474180471,4.526844759300969
WV_1995,4.693760084709658,6.184710891646412,4.749866303946446
WY_1995,4.644678964827298,0.0,4.720622830983359
